rougher	juveniles	accordingly
tastiest	!	!
tasty	!	!
tastier	!	!
tastiest	!	!
weaker	weaker	weaker
weak	planar	tale
weakest	summoned	summoned
weak	!	!
weaker	!	!
weakest	constituent	nk
sadder	novi	novi
sad	!	!
saddest	novi	novi
sad	!	!
sadder	!	!
saddest	!	!
better	sensible	sensible
good	cub	lankan
best	consecutive	consecutive
good	michelangelo	michelangelo
better	better	better
best	penrith	penrith
stronger	radical	radical
strong	united	united
strongest	garth	decreased
strong	bucks	bucks
stronger	technological	technological
strongest	haven	haven
lighter	electric	electric
light	layered	guy
lightest	!	!
light	temperatures	temperatures
lighter	subtropical	subtropical
lightest	!	!
wilder	165	165
wild	guy	guy
wildest	!	!
wild	temperatures	temperatures
wilder	subtropical	subtropical
wildest	!	!
prettier	simultaneous	simultaneous
pretty	!	!
prettiest	!	!
pretty	temperatures	temperatures
prettier	subtropical	subtropical
prettiest	!	!
heavier	damage	damage
heavy	styles	styles
heaviest	!	!
heavy	crust	crust
heavier	snowfall	crust
heaviest	!	!
deeper	vent	vent
deep	deep	deep
deepest	!	!
deep	shallow	shallow
deeper	sediments	sediments
deepest	!	!
newer	hampstead	hampstead
new	installing	installing
newest	!	!
new	thick	thick
newer	forewing	ligands
newest	!	!
bloodier	dwellers	dwellers
bloody	!	!
bloodiest	!	!
bloody	thickness	thickness
bloodier	forewing	forewing
bloodiest	!	!
prettier	confesses	confesses
pretty	!	!
prettiest	!	!
pretty	thickness	thickness
prettier	forewing	forewing
prettiest	!	!
softer	softer	softer
soft	bundled	aladdin
softest	!	!
soft	thickness	thickness
softer	forewing	forewing
softest	!	!
taller	wingspan	sprinter
tall	nan	nan
tallest	!	!
tall	geothermal	geothermal
taller	two-thirds	two-thirds
tallest	!	!
newer	!	!
new	platforms	platforms
newest	!	!
new	sequencing	sequencing
newer	valiant	valiant
newest	thicker	thicker
weaker	!	!
weak	well-defined	well-defined
weakest	!	!
weak	flexibility	flexibility
weaker	!	!
weakest	weak	weak
longer	!	!
long	flexibility	flexibility
longest	!	!
long	span	arch
longer	span	span
longest	that	trouble
smarter	!	!
smart	flexibility	flexibility
smartest	!	!
smart	flexibility	flexibility
smarter	!	!
smartest	!	!
riskier	!	!
risky	flexibility	flexibility
riskiest	!	!
risky	flexibility	flexibility
riskier	!	!
riskiest	!	!
thicker	!	!
thick	affluent	affluent
thickest	depth	depth
thick	!	!
thicker	!	!
thickest	two-thirds	two-thirds
bloodier	!	!
bloody	affluent	affluent
bloodiest	unseen	unseen
bloody	!	!
bloodier	!	!
bloodiest	richest	richest
happier	!	!
happy	affluent	affluent
happiest	customer	customer
happy	!	!
happier	!	!
happiest	richest	richest
sharper	!	!
sharp	affluent	affluent
sharpest	112	112
sharp	!	!
sharper	!	!
sharpest	richest	richest
stronger	!	!
strong	affluent	low-income
strongest	averaging	averaging
strong	fracture	fracture
stronger	!	!
strongest	buffer	two-thirds
classier	!	!
classy	!	!
classiest	!	!
classy	retaining	marred
classier	becker	becker
classiest	!	!
lighter	romanesque	romanesque
light	darker	can
lightest	!	!
light	retaining	marred
lighter	becker	becker
lightest	!	!
gentler	marian	marian
gentle	!	!
gentlest	!	!
gentle	retaining	marred
gentler	becker	becker
gentlest	!	!
narrower	distal	distal
narrow	nasal	nasal
narrowest	!	!
narrow	retaining	marred
narrower	becker	becker
narrowest	!	!
livelier	pictorial	pictorial
lively	!	!
liveliest	!	!
lively	retaining	marred
livelier	becker	becker
liveliest	!	!
savvier	!	!
savvy	'malley	'malley
savviest	!	!
savvy	'malley	'malley
savvier	!	!
savviest	!	!
livelier	!	!
lively	'malley	'malley
liveliest	!	!
lively	'malley	'malley
livelier	!	!
liveliest	!	!
harder	!	!
hard	heywood	heywood
hardest	!	!
hard	benevolent	benevolent
harder	steeply	steeply
hardest	easier	easier
taller	!	!
tall	planting	planting
tallest	!	!
tall	two-thirds	two-thirds
taller	tall	tall
tallest	tallest	tallest
freer	!	!
free	'malley	'malley
freest	!	!
free	'malley	'malley
freer	!	!
freest	!	!
sadder	!	!
sad	gameplay	gameplay
saddest	!	!
sad	gameplay	gameplay
sadder	!	!
saddest	!	!
rougher	!	!
rough	gameplay	gameplay
roughest	!	!
rough	gameplay	gameplay
rougher	!	!
roughest	!	!
steeper	!	!
steep	gameplay	gameplay
steepest	!	!
steep	gameplay	gameplay
steeper	!	!
steepest	!	!
smarter	!	!
smart	gameplay	gameplay
smartest	!	!
smart	gameplay	gameplay
smarter	!	!
smartest	!	!
cleaner	!	!
clean	environmentally	sustainable
cleanest	!	!
clean	gameplay	gameplay
cleaner	!	!
cleanest	cheese	cheese
lighter	!	!
light	plywood	plywood
lightest	!	!
light	llp	llp
lighter	!	!
lightest	darker	darker
classier	!	!
classy	llp	llp
classiest	!	!
classy	llp	llp
classier	!	!
classiest	!	!
poorer	!	!
poor	economies	economies
poorest	!	!
poor	low-income	low-income
poorer	oecd	oecd
poorest	hispanics	hispanics
slower	!	!
slow	efficient	efficient
slowest	!	!
slow	llp	llp
slower	!	!
slowest	faster	faster
faster	!	!
fastest	fairchild	fairchild
fast	!	!
fastest	disruptive	disruptive
faster	staple	staple
fast	slower	slower
classier	!	!
classy	greenish	greenish
classiest	!	!
classy	greenish	greenish
classier	!	!
classiest	!	!
simpler	!	!
simple	aperture	aperture
simplest	!	!
simple	affine	affine
simpler	affine	affine
simplest	simple	simple
meaner	!	!
mean	greenish	greenish
meanest	!	!
mean	greenish	greenish
meaner	!	!
meanest	!	!
mightier	!	!
mighty	greenish	greenish
mightiest	!	!
mighty	greenish	greenish
mightier	!	!
mightiest	!	!
cleaner	!	!
clean	proximal	proximal
cleanest	!	!
clean	greenish	greenish
cleaner	!	!
cleanest	cheese	cheese
louder	!	!
loud	upbeat	upbeat
loudest	!	!
loud	upbeat	upbeat
louder	!	!
loudest	!	!
newer	!	!
new	platforms	platforms
newest	!	!
new	well-defined	well-defined
newer	valiant	valiant
newest	thicker	thicker
cooler	!	!
cool	moist	moist
coolest	!	!
cool	upbeat	upbeat
cooler	!	!
coolest	subtropical	subtropical
narrower	!	!
narrow	well-defined	well-defined
narrowest	!	!
narrow	upbeat	upbeat
narrower	!	!
narrowest	whorls	whorls
busier	!	!
busy	upbeat	upbeat
busiest	!	!
busy	ridership	ridership
busier	ridership	ridership
busiest	!	!
gentler	trio	trio
gentle	!	!
gentlest	!	!
gentle	inflorescence	inflorescence
gentler	petals	petals
gentlest	!	!
fancier	futuristic	futuristic
fancy	!	!
fanciest	!	!
fancy	inflorescence	inflorescence
fancier	petals	petals
fanciest	!	!
noisier	aggression	aggression
noisy	!	!
noisiest	!	!
noisy	inflorescence	inflorescence
noisier	petals	petals
noisiest	!	!
smarter	cisco	cisco
smart	!	!
smartest	!	!
smart	inflorescence	inflorescence
smarter	petals	petals
smartest	!	!
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	inflorescence	inflorescence
trickier	petals	petals
trickiest	!	!
tastier	!	!
tasty	anything	anything
tastiest	!	!
tasty	anything	anything
tastier	!	!
tastiest	!	!
easier	!	!
easy	processes	processes
easiest	!	!
easy	anything	anything
easier	!	!
easiest	harder	harder
mightier	!	!
mighty	anything	anything
mightiest	!	!
mighty	anything	anything
mightier	!	!
mightiest	!	!
fewer	!	!
few	subsidy	subsidy
fewest	!	!
few	anything	anything
fewer	!	!
fewest	more	more
trickier	!	!
tricky	anything	anything
trickiest	!	!
tricky	anything	anything
trickier	!	!
trickiest	!	!
thicker	!	!
thick	steeply	steeply
thickest	!	!
thick	basalt	basalt
thicker	!	!
thickest	petals	petals
earlier	!	!
early	geothermal	geothermal
earliest	!	!
early	footpath	footpath
earlier	originated	originated
earliest	previous	previous
swifter	!	!
swift	basalt	basalt
swiftest	!	!
swift	basalt	basalt
swifter	!	!
swiftest	!	!
bigger	!	!
big	footpath	narrow
biggest	!	!
big	footpath	footpath
bigger	largest	largest
biggest	understand	understand
deeper	!	!
deep	basalt	narrow
deepest	!	!
deep	footpath	footpath
deeper	depth	depth
deepest	deep	deep
tighter	!	!
tight	warm	warm
tightest	!	!
tight	warm	warm
tighter	!	!
tightest	!	!
wider	!	!
wide	fibres	fibres
widest	!	!
wide	fibres	fibres
wider	whorl	whorl
widest	narrower	narrower
prettier	!	!
pretty	warm	warm
prettiest	!	!
pretty	warm	warm
prettier	!	!
prettiest	!	!
older	!	!
old	humid	two-thirds
oldest	!	!
old	lumber	lumber
older	miocene	miocene
oldest	younger	younger
wiser	!	!
wise	warm	warm
wisest	!	!
wise	warm	warm
wiser	!	!
wisest	!	!
milder	!	!
mild	parades	parades
mildest	kppen	coach
mild	!	!
milder	!	!
mildest	essendon	essendon
prettier	!	!
pretty	parades	parades
prettiest	essendon	forwards
pretty	!	!
prettier	!	!
prettiest	essendon	essendon
narrower	!	!
narrow	narrow	narrow
narrowest	fuscous	haul
narrow	!	!
narrower	!	!
narrowest	essendon	essendon
stiffer	!	!
stiff	parades	parades
stiffest	gunner	gunner
stiff	!	!
stiffer	!	!
stiffest	essendon	essendon
older	!	!
old	best-known	gentry
oldest	essendon	sutton
old	nuevo	nuevo
older	!	!
oldest	essendon	under-19
steadier	!	!
steady	beak	beak
steadiest	!	!
steady	beak	beak
steadier	!	!
steadiest	!	!
fairer	!	!
fair	beak	beak
fairest	!	!
fair	essendon	essendon
fairer	essendon	essendon
fairest	!	!
smarter	!	!
smart	beak	beak
smartest	!	!
smart	beak	beak
smarter	!	!
smartest	!	!
sharper	!	!
sharp	beak	beak
sharpest	!	!
sharp	beak	beak
sharper	!	!
sharpest	!	!
deeper	!	!
deep	surface	surface
deepest	!	!
deep	surface	surface
deeper	depth	depth
deepest	deep	deep
bloodier	!	!
bloody	townsville	townsville
bloodiest	cathedral	cathedral
bloody	!	!
bloodier	!	!
bloodiest	ridership	ridership
quicker	!	!
quick	congestion	congestion
quickest	wba	wba
quick	!	!
quicker	!	!
quickest	ridership	ridership
narrower	!	!
narrow	disrepair	disrepair
narrowest	fuscous	costal
narrow	!	!
narrower	!	!
narrowest	narrow	narrow
savvier	!	!
savvy	townsville	townsville
savviest	!	!
savvy	!	!
savvier	!	!
savviest	ridership	ridership
stronger	!	!
strong	resisted	resisted
strongest	averaging	averaging
strong	megatron	megatron
stronger	!	!
strongest	factories	factories
better	myself	myself
good	sharon	sharon
best	trophies	trophies
good	nominations	nominations
better	32nd	32nd
best	remarks	remarks
slicker	palette	palette
slick	!	!
slickest	competitors	competitors
slick	!	!
slicker	!	!
slickest	!	!
friendlier	environmentally	environmentally
friendly	!	!
friendliest	captained	captained
friendly	!	!
friendlier	!	!
friendliest	!	!
bigger	sitcom	sitcom
big	eat	eat
biggest	trophies	trophies
big	rockers	rockers
bigger	fastest	fastest
biggest	cohort	cohort
stronger	emit	emit
strong	mcnamara	mcnamara
strongest	hardly	hardly
strong	technological	technological
stronger	bright	sociological
strongest	inconsistent	inconsistent
milder	!	!
mild	splash	splash
mildest	!	!
mild	splash	splash
milder	!	!
mildest	!	!
faster	!	!
fastest	migratory	migratory
fast	!	!
fastest	odds	odds
faster	staple	staple
fast	slower	slower
busier	!	!
busy	splash	splash
busiest	!	!
busy	airport	airport
busier	ridership	ridership
busiest	!	!
luckier	!	!
lucky	splash	splash
luckiest	!	!
lucky	splash	splash
luckier	!	!
luckiest	!	!
wiser	!	!
wise	splash	splash
wisest	!	!
wise	splash	splash
wiser	!	!
wisest	!	!
lighter	!	!
light	plumage	plumage
lightest	!	!
light	cloak	cloak
lighter	!	!
lightest	darker	darker
healthier	!	!
healthy	cloak	cloak
healthiest	!	!
healthy	cloak	cloak
healthier	!	!
healthiest	!	!
costlier	!	!
costly	cloak	cloak
costliest	!	!
costly	cloak	cloak
costlier	!	!
costliest	!	!
meaner	!	!
mean	cloak	cloak
meanest	!	!
mean	cloak	cloak
meaner	!	!
meanest	!	!
older	!	!
old	gentry	gentry
oldest	!	!
old	lumber	lumber
older	miocene	miocene
oldest	younger	younger
louder	!	!
loud	greenish	greenish
loudest	!	!
loud	greenish	greenish
louder	!	!
loudest	!	!
tougher	!	!
tough	greenish	greenish
toughest	!	!
tough	greenish	greenish
tougher	!	!
toughest	!	!
darker	!	!
dark	yellowish	yellowish
darkest	!	!
dark	greenish	greenish
darker	!	!
darkest	yellowish	yellowish
easier	!	!
easy	fringes	fringes
easiest	!	!
easy	greenish	greenish
easier	!	!
easiest	harder	harder
trickier	!	!
tricky	greenish	greenish
trickiest	!	!
tricky	greenish	greenish
trickier	!	!
trickiest	!	!
larger	!	!
large	complex	complex
largest	!	!
large	geothermal	geothermal
larger	second-largest	second-largest
largest	smaller	smaller
tastier	!	!
tasty	shit	shit
tastiest	!	!
tasty	shit	shit
tastier	!	!
tastiest	!	!
healthier	!	!
healthy	shit	shit
healthiest	!	!
healthy	shit	shit
healthier	!	!
healthiest	!	!
faster	!	!
fastest	vomiting	durable
fast	!	!
fastest	right-arm	right-arm
faster	staple	staple
fast	slower	slower
noisier	!	!
noisy	shit	shit
noisiest	!	!
noisy	shit	shit
noisier	!	!
noisiest	!	!
smaller	!	!
small	breasts	sustainable
smallest	!	!
small	post-secondary	post-secondary
smaller	integers	integers
smallest	larger	larger
fuller	!	!
full	sustainable	sustainable
fullest	!	!
full	breasts	breasts
fuller	!	!
fullest	becker	becker
younger	!	!
young	older	older
youngest	!	!
young	maternal	maternal
younger	born	born
youngest	older	older
smarter	!	!
smart	breasts	breasts
smartest	!	!
smart	breasts	breasts
smarter	!	!
smartest	!	!
deeper	!	!
deep	artificially	artificially
deepest	!	!
deep	tangible	tangible
deeper	depth	depth
deepest	deep	deep
classier	!	!
classy	variance	variance
classiest	!	!
classy	variance	variance
classier	!	!
classiest	!	!
stickier	!	!
sticky	variance	variance
stickiest	!	!
sticky	variance	variance
stickier	!	!
stickiest	!	!
happier	!	!
happy	variance	variance
happiest	!	!
happy	variance	variance
happier	!	!
happiest	!	!
poorer	!	!
poor	low-income	low-income
poorest	!	!
poor	low-income	low-income
poorer	oecd	oecd
poorest	hispanics	hispanics
softer	!	!
soft	determinant	determinant
softest	!	!
soft	variance	variance
softer	!	!
softest	thinner	thinner
higher	!	!
high	courses	courses
highest	!	!
high	level	level
higher	lowest	lowest
highest	low-lying	low-lying
thinner	!	!
thin	forewing	forewing
thinnest	!	!
thin	spice	spice
thinner	!	!
thinnest	forewing	forewing
fairer	!	!
fair	spice	spice
fairest	!	!
fair	fielder	fielder
fairer	essendon	essendon
fairest	!	!
mightier	!	!
mighty	spice	spice
mightiest	!	!
mighty	spice	spice
mightier	!	!
mightiest	!	!
noisier	!	!
noisy	spice	spice
noisiest	!	!
noisy	spice	spice
noisier	!	!
noisiest	!	!
kinder	!	!
kind	kppen	kppen
kindest	!	!
kind	kppen	kppen
kinder	!	!
kindest	!	!
easier	!	!
easy	proximal	proximal
easiest	!	!
easy	kppen	kppen
easier	!	!
easiest	harder	harder
busier	!	!
busy	kppen	kppen
busiest	!	!
busy	humid	humid
busier	ridership	ridership
busiest	!	!
trickier	!	!
tricky	kppen	kppen
trickiest	!	!
tricky	kppen	kppen
trickier	!	!
trickiest	!	!
riskier	!	!
risky	kppen	kppen
riskiest	!	!
risky	kppen	kppen
riskier	!	!
riskiest	!	!
rougher	!	!
rough	jolly	jolly
roughest	!	!
rough	jolly	jolly
rougher	!	!
roughest	!	!
friendlier	!	!
friendly	jolly	jolly
friendliest	!	!
friendly	jolly	jolly
friendlier	!	!
friendliest	!	!
shorter	!	!
short	courtship	courtship
shortest	!	!
short	worn	courtship
shorter	longest	longest
shortest	millimeters	millimeters
faster	!	!
fastest	unsuitable	unsuitable
fast	!	!
fastest	bowling	artificially
faster	staple	staple
fast	slower	slower
fewer	!	!
few	walpole	walpole
fewest	!	!
few	jolly	jolly
fewer	!	!
fewest	more	more
stickier	!	!
sticky	vibrant	vibrant
stickiest	!	!
sticky	vibrant	vibrant
stickier	!	!
stickiest	!	!
messier	!	!
messy	vibrant	vibrant
messiest	!	!
messy	vibrant	vibrant
messier	!	!
messiest	!	!
leaner	!	!
lean	vibrant	vibrant
leanest	!	!
lean	vibrant	vibrant
leaner	!	!
leanest	!	!
closer	!	!
close	courtship	courtship
closest	!	!
close	seneca	seneca
closer	close	close
closest	zodiac	zodiac
trickier	!	!
tricky	vibrant	vibrant
trickiest	!	!
tricky	vibrant	vibrant
trickier	!	!
trickiest	!	!
thinner	!	!
thin	forewing	forewing
thinnest	!	!
thin	novi	novi
thinner	!	!
thinnest	forewing	forewing
nicer	!	!
nice	novi	novi
nicest	!	!
nice	novi	novi
nicer	!	!
nicest	!	!
savvier	!	!
savvy	novi	novi
savviest	!	!
savvy	novi	novi
savvier	!	!
savviest	!	!
smarter	!	!
smart	novi	novi
smartest	!	!
smart	novi	novi
smarter	!	!
smartest	!	!
fewer	!	!
few	salaries	salaries
fewest	!	!
few	novi	novi
fewer	!	!
fewest	more	more
simpler	!	!
simple	simplest	simplest
simplest	!	!
simple	affine	algorithm
simpler	affine	affine
simplest	simple	simple
fancier	!	!
fancy	loud	loud
fanciest	!	!
fancy	loud	loud
fancier	!	!
fanciest	!	!
greater	!	!
great	buffer	buffer
greatest	!	!
great	nocturnal	nocturnal
greater	eminem	eminem
greatest	divergence	divergence
luckier	!	!
lucky	loud	loud
luckiest	!	!
lucky	loud	loud
luckier	!	!
luckiest	!	!
deeper	!	!
deep	cavity	cavity
deepest	!	!
deep	nocturnal	nocturnal
deeper	depth	depth
deepest	deep	deep
richer	exploited	exploited
rich	porous	porous
richest	exploited	exploited
rich	wealthiest	wealthiest
richer	wealthiest	wealthiest
richest	porous	porous
louder	noises	noises
loud	!	!
loudest	noises	noises
loud	!	!
louder	!	!
loudest	!	!
rougher	beak	beak
rough	!	!
roughest	beak	beak
rough	!	!
rougher	!	!
roughest	!	!
slower	slowing	slowing
slow	faster	faster
slowest	slowing	slowing
slow	!	!
slower	!	!
slowest	faster	faster
nastier	fuck	fuck
nasty	!	!
nastiest	fuck	fuck
nasty	!	!
nastier	!	!
nastiest	!	!
slimmer	!	!
slim	fuck	fuck
slimmest	!	!
slim	fuck	fuck
slimmer	!	!
slimmest	!	!
smoother	!	!
smooth	fuck	fuck
smoothest	!	!
smooth	fuck	fuck
smoother	!	!
smoothest	!	!
meaner	!	!
mean	fuck	fuck
meanest	!	!
mean	fuck	fuck
meaner	!	!
meanest	!	!
longer	!	!
long	untouched	sets
longest	!	!
long	number-one	number-one
longer	span	span
longest	that	trouble
shorter	!	!
short	millimeters	well-defined
shortest	!	!
short	convicted	convicted
shorter	longest	longest
shortest	millimeters	millimeters
wider	!	!
wide	structured	structured
widest	!	!
wide	low-income	low-income
wider	whorl	whorl
widest	narrower	narrower
fairer	!	!
fair	slowed	slowed
fairest	!	!
fair	premiership	premiership
fairer	essendon	essendon
fairest	!	!
smarter	!	!
smart	slowed	slowed
smartest	!	!
smart	slowed	slowed
smarter	!	!
smartest	!	!
deeper	!	!
deep	valleys	well-defined
deepest	!	!
deep	subjective	subjective
deeper	depth	depth
deepest	deep	deep
luckier	!	!
lucky	slowed	slowed
luckiest	!	!
lucky	slowed	slowed
luckier	!	!
luckiest	!	!
earlier	!	!
early	likely	likely
earliest	!	!
early	photographic	photographic
earlier	originated	originated
earliest	previous	previous
pricier	!	!
pricey	draper	draper
priciest	!	!
pricey	draper	draper
pricier	!	!
priciest	!	!
wider	!	!
wide	narrow	narrow
widest	!	!
wide	narrow	narrow
wider	whorl	whorl
widest	narrower	narrower
lower	!	!
low	upper	upper
lowest	!	!
low	averages	averages
lower	averages	averages
lowest	upper	upper
steeper	!	!
steep	draper	draper
steepest	!	!
steep	draper	draper
steeper	!	!
steepest	!	!
wealthier	!	!
wealthy	lowering	lowering
wealthiest	!	!
wealthy	mechanized	mechanized
wealthier	richest	richest
wealthiest	!	!
richer	!	!
rich	sustainable	sustainable
richest	!	!
rich	geothermal	geothermal
richer	wealthiest	wealthiest
richest	porous	porous
faster	!	!
fastest	lowering	rebuilt
fast	!	!
fastest	metals	metals
faster	staple	staple
fast	slower	slower
taller	!	!
tall	mechanized	mechanized
tallest	!	!
tall	geothermal	geothermal
taller	tall	tall
tallest	tallest	tallest
luckier	!	!
lucky	lowering	lowering
luckiest	!	!
lucky	lowering	lowering
luckier	!	!
luckiest	!	!
wider	!	!
wide	narrow	narrow
widest	!	!
wide	narrow	narrow
wider	whorl	whorl
widest	narrower	narrower
slower	!	!
slow	auditory	hampered
slowest	!	!
slow	noises	noises
slower	!	!
slowest	faster	faster
friendlier	!	!
friendly	noises	noises
friendliest	!	!
friendly	noises	noises
friendlier	!	!
friendliest	!	!
easier	!	!
easy	safer	safer
easiest	!	!
easy	noises	noises
easier	!	!
easiest	harder	harder
colder	!	!
cold	noises	noises
coldest	!	!
cold	noises	noises
colder	!	!
coldest	!	!
lower	!	!
low	upper	upper
lowest	!	!
low	averages	averages
lower	averages	averages
lowest	upper	upper
darker	!	!
dark	yellowish	yellowish
darkest	!	!
dark	meat	meat
darker	!	!
darkest	yellowish	yellowish
safer	!	!
safe	nutrient	nutrient
safest	!	!
safe	meat	meat
safer	!	!
safest	plumbing	plumbing
faster	!	!
fastest	antibody	antibody
fast	!	!
fastest	artificially	artificially
faster	staple	staple
fast	slower	slower
fresher	!	!
fresh	meat	meat
freshest	!	!
fresh	meat	meat
fresher	!	!
freshest	!	!
thinner	!	!
thin	inflorescence	inflorescence
thinnest	!	!
thin	alluvial	alluvial
thinner	!	!
thinnest	forewing	forewing
simpler	!	!
simple	salinity	salinity
simplest	!	!
simple	grains	grains
simpler	affine	affine
simplest	simple	simple
firmer	!	!
firm	alluvial	alluvial
firmest	!	!
firm	alluvial	alluvial
firmer	!	!
firmest	!	!
gentler	!	!
gentle	alluvial	alluvial
gentlest	!	!
gentle	alluvial	alluvial
gentler	!	!
gentlest	!	!
livelier	!	!
lively	alluvial	alluvial
liveliest	!	!
lively	alluvial	alluvial
livelier	!	!
liveliest	!	!
greener	greenish	greenish
green	!	!
greenest	greenish	greenish
green	!	!
greener	!	!
greenest	!	!
cheaper	machines	machines
cheap	expensive	expensive
cheapest	machines	machines
cheap	!	!
cheaper	!	!
cheapest	expensive	expensive
stickier	tortricidae	tortricidae
sticky	!	!
stickiest	tortricidae	tortricidae
sticky	!	!
stickier	!	!
stickiest	!	!
fatter	meat	meat
fat	!	!
fattest	meat	meat
fat	!	!
fatter	!	!
fattest	!	!
harder	poorly	poorly
hard	easier	easier
hardest	poorly	poorly
hard	steeply	steeply
harder	steeply	steeply
hardest	easier	easier
milder	kppen	kppen
mild	!	!
mildest	kppen	kppen
mild	!	!
milder	!	!
mildest	!	!
thinner	thickness	thickness
thin	forewing	forewing
thinnest	thickness	thickness
thin	!	!
thinner	!	!
thinnest	forewing	forewing
poorer	nuns	nuns
poor	hispanics	hispanics
poorest	nuns	nuns
poor	oecd	oecd
poorer	oecd	oecd
poorest	hispanics	hispanics
lower	high	high
low	upper	upper
lowest	high	high
low	averages	averages
lower	averages	averages
lowest	upper	upper
quicker	captures	captures
quick	faster	faster
quickest	captures	captures
quick	!	!
quicker	!	!
quickest	faster	faster
newer	!	!
new	cables	rebuilt
newest	!	!
new	ipswich	ipswich
newer	valiant	valiant
newest	thicker	thicker
tougher	!	!
tough	1-0	1-0
toughest	!	!
tough	1-0	1-0
tougher	!	!
toughest	!	!
quicker	!	!
quick	stevenage	stevenage
quickest	!	!
quick	1-0	1-0
quicker	!	!
quickest	faster	faster
costlier	!	!
costly	1-0	1-0
costliest	!	!
costly	1-0	1-0
costlier	!	!
costliest	!	!
shorter	!	!
short	diplomatic	diplomatic
shortest	!	!
short	operate	operate
shorter	longest	longest
shortest	millimeters	millimeters
louder	!	!
loud	sexy	sexy
loudest	!	!
loud	sexy	sexy
louder	!	!
loudest	!	!
nastier	!	!
nasty	sexy	sexy
nastiest	!	!
nasty	sexy	sexy
nastier	!	!
nastiest	!	!
greater	!	!
great	maintain	maintain
greatest	!	!
great	contractors	contractors
greater	eminem	eminem
greatest	divergence	divergence
wiser	!	!
wise	sexy	sexy
wisest	!	!
wise	sexy	sexy
wiser	!	!
wisest	!	!
closer	!	!
close	opposing	opposing
closest	!	!
close	couple	couple
closer	close	close
closest	zodiac	zodiac
thicker	inflorescence	inflorescence
thick	petals	petals
thickest	inflorescence	inflorescence
thick	!	!
thicker	!	!
thickest	petals	petals
classier	!	!
classy	!	!
classiest	!	!
classy	!	!
classier	!	!
classiest	!	!
simpler	simpler	simpler
simple	simple	simple
simplest	simpler	simpler
simple	affine	affine
simpler	affine	affine
simplest	simple	simple
busier	townsville	townsville
busy	!	!
busiest	townsville	townsville
busy	ridership	ridership
busier	ridership	ridership
busiest	!	!
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	!	!
trickier	!	!
trickiest	!	!
worse	gut	gut
bad	gop	gop
worst	gut	gut
bad	eskimos	eskimos
worse	eskimos	eskimos
worst	gop	gop
fatter	meat	meat
fat	!	!
fattest	meat	meat
fat	!	!
fatter	!	!
fattest	!	!
lower	high	high
low	upper	upper
lowest	high	high
low	averages	averages
lower	averages	averages
lowest	upper	upper
steeper	basalt	basalt
steep	!	!
steepest	basalt	basalt
steep	!	!
steeper	!	!
steepest	!	!
friendlier	1-0	1-0
friendly	!	!
friendliest	1-0	1-0
friendly	!	!
friendlier	!	!
friendliest	!	!
smaller	fledgling	fledgling
small	domesticated	onions
smallest	!	!
small	hybrids	hybrids
smaller	cerambycidae	dunbar
smallest	!	!
cheaper	sims	sims
cheap	bikes	itf
cheapest	!	!
cheap	domesticated	domesticated
cheaper	angela	angela
cheapest	!	!
tighter	sachs	k.
tight	!	!
tightest	!	!
tight	domesticated	domesticated
tighter	angela	angela
tightest	!	!
happier	barney	barney
happy	!	!
happiest	!	!
happy	domesticated	domesticated
happier	angela	angela
happiest	!	!
harsher	gen.	gen.
harsh	!	!
harshest	!	!
harsh	domesticated	domesticated
harsher	angela	angela
harshest	!	!
higher	!	!
high	lower	lower
highest	!	!
high	plateau	plateau
higher	lowest	lowest
highest	low-lying	low-lying
prettier	!	!
pretty	demos	demos
prettiest	!	!
pretty	demos	demos
prettier	!	!
prettiest	!	!
smoother	!	!
smooth	demos	demos
smoothest	!	!
smooth	demos	demos
smoother	!	!
smoothest	!	!
fresher	!	!
fresh	demos	demos
freshest	!	!
fresh	demos	demos
fresher	!	!
freshest	!	!
faster	!	!
fastest	migratory	migratory
fast	!	!
fastest	bowling	bowling
faster	staple	staple
fast	slower	slower
worse	gut	gut
bad	gop	gop
worst	gut	gut
bad	eskimos	eskimos
worse	eskimos	eskimos
worst	gop	gop
higher	low	low
high	low-lying	low-lying
highest	low	low
high	lowest	lowest
higher	lowest	lowest
highest	low-lying	low-lying
costlier	lowering	lowering
costly	!	!
costliest	lowering	lowering
costly	!	!
costlier	!	!
costliest	!	!
firmer	llp	llp
firm	!	!
firmest	llp	llp
firm	!	!
firmer	!	!
firmest	!	!
steeper	basalt	basalt
steep	!	!
steepest	basalt	basalt
steep	!	!
steeper	!	!
steepest	!	!
greener	!	!
green	32-bit	32-bit
greenest	!	!
green	32-bit	32-bit
greener	!	!
greenest	!	!
smaller	!	!
small	unsuitable	unsuitable
smallest	!	!
small	tata	tata
smaller	integers	integers
smallest	larger	larger
narrower	!	!
narrow	narrow	narrow
narrowest	!	!
narrow	32-bit	32-bit
narrower	!	!
narrowest	whorls	whorls
cleaner	!	!
clean	inexpensive	sustainable
cleanest	!	!
clean	32-bit	32-bit
cleaner	!	!
cleanest	cheese	cheese
riskier	!	!
risky	32-bit	32-bit
riskiest	!	!
risky	32-bit	32-bit
riskier	!	!
riskiest	!	!
newer	!	!
new	mid-1950s	mid-1950s
newest	!	!
new	raven	engineers
newer	valiant	valiant
newest	thicker	thicker
wilder	!	!
